/m/0c6cwg	insurgency during the War in Afghanistan
/m/01xrlm	public research university in Cardiff, United Kingdom
/m/047kn_	association football club in Kongens Lyngby, Denmark
/m/0c6g1l	American actor
/m/01xsbh	British stage, film and television actor
/m/047lj	sovereign state in Eastern Europe and Central Asia
/m/0c6g29	American costume designer (1914-1995)
/m/01xsc9	English actor
/m/047m_w	British soap opera
/m/0c6qh	American actor and filmmaker
/m/01xv77	American actress and environmental activist
/m/047msdk	2009 American comedy drama film directed by Marc Webb
/m/0c6vcj	award ceremony presented by the Academy of Motion Picture Arts & Sciences for achievement in filmmaking in 1959
/m/01xvb	National Football League franchise in Cleveland, Ohio
/m/047myg9	2009 film by Michael Hoffman
/m/0c73g	German composer (1810-1856)
/m/01xvjb	1984 fantasy romantic comedy movie directed by Ron Howard
/m/047n8xt	2009 film by Jane Campion
/m/0c73z	Austrian composer (1797-1828)
/m/01xvlc	university in Loughborough, United Kingdom
/m/047p798	2009 film by Drew Barrymore
/m/0c75w	city in the region of Uusimaa in Finland
/m/01xwqn	American stand-up comedian
/m/047p7fr	2009 American comedy/drama film
/m/0c78m	long-term disease involving inflamed airways
/m/01xwv7	American comedian
/m/047q2k1	2009 Indian comedy film directed by Rajkumar Hirani
/m/0c7ct	Australian singer and actress
/m/01xy5l_	person who assembles images, typography or motion graphics to create a piece of design
/m/0c7f7	Italian comune
/m/047qxs	2003 science fiction adventure film directed by Richard Donner
/m/01xyqk	American record label
/m/047rgpy	person making executive decisions over artists of a record label
/m/0c7g7	place listed by the UNESCO as of special cultural or physical significance
/m/01xysf	research university
/m/047rkcm	2009 film by Robert Luketic
/m/0c7hq	region in Southern Italy
/m/01xyt7	Former American football player
/m/047svrl	2009 film by Judd Apatow
/m/0c7lcx	American actor
/m/047t4gb	land armed force of the Russian Empire
/m/01xyy	island of Greece
/m/0c7t58	American television and film writer
/m/01xzb6	American singer, lyricist, producer and drummer
/m/047t_	island sovereign state in the central Pacific Ocean
/m/0c7xjb	American singer and actress
/m/01y06y	university in Leipzig, Germany
/m/047tsx3	2004 romantic drama film by Nick Cassavetes
/m/0c7zf	capital of Jordan
/m/01y0s9	churches which distance themselves from the confessionalism or creedalism of other Christian communities
/m/0c82s	French department in New Aquitaine
/m/047vnfs	team coach in association football
/m/01y0y6	American comedian, actor, writer, and musician
/m/047vp1n	2009 film by Miguel Arteta
/m/0c8br	American writer (1907-2000)
/m/01y17m	Public University
/m/047wh1	2001 science fiction film directed by Tim Burton
/m/0c8hct	American actor
/m/01y20v	Christian liberal arts college in Wheaton, Illinois
/m/047xyn	literary award for science fiction or fantasy lifetime achievements
/m/0c8qq	1969 British costume drama: Academy Award winner directed by Charles Jarrott
/m/01y28x	series of appointments of an order of chivalry of the United Kingdom
/m/047yc	sovereign state in Western Asia
/m/01y2mq	music genre
/m/0484q	American singer, musician, and songwriter
/m/0c8tk	capital city of the Indian state of Tamil Nadu
/m/0c8tkt	1980 musical comedy film directed by John Landis
/m/01y3_q	style of electronic dance music
/m/0486tv	style of amateur wrestling
/m/01y3c	American football team
/m/0c8wxp	Christian doctrine professed by the Catholic Church
/m/0487_	National Football League franchise in Kansas City, Missouri
/m/0c921	Austrian-born American film director and screenwriter (1906-2002)
/m/01y3v	American football team
/m/0487c3	association football player
/m/0c94fn	Sound engineer
/m/01y64	educational institution specialized in the study, training and research of music
/m/0488g	state of the United States of America
/m/0c9c0	British actor and comedian
/m/01y64_	Swedish actress
/m/0488g9	American animator, director, producer, storyboard artist, and cartoon artist (1911-2006)
/m/0c9cp0	association football club
/m/01y665	Canadian actor and singer
/m/0c9cw	town in Berkshire, England
/m/048_lz	men's national association football team representing Syria
/m/01y67v	South Korean public service broadcaster
/m/048_p	American science fiction writer
/m/0c9d9	French composer, performer and record producer (born 1948)
/m/01y68z	South Korean television and radio network
/m/0c9k8	1981 film by Warren Beatty
/m/048cl	German philosopher, economist, sociologist, journalist and revolutionary socialist (1818–1883)
/m/01y6dz	American television series
/m/048fz	region in East Asia
/m/0c9t0y	1998 horror film
/m/01y81r	Australian television network
/m/048g08	legal and human rights regarding relations between workers and employers
/m/0c9xjl	American actor, screenwriter and director
/m/01y888	public research university located in Geneva, Switzerland
/m/048gd_	football club
/m/0c_drn	American composer (1910-2003)
/m/01y8cr	American actor (1912-2009)
/m/048hf	American actor
/m/0c_dx	American award for outstanding fiction
/m/01y8d4	American comic creator, co-creator of Superman
/m/048htn	2002 American erotic thriller film directed by Adrian Lyne
/m/048j1q	association football club in El Salvador
/m/0c_gcr	British actor
/m/01y8kf	air warfare branch of Canada's military
/m/0c_j5d	entertainment company in the USA
/m/048j4l	bass guitar brand
/m/01y8zd	public research university in Hamilton, Ontario, Canada
/m/0c_j9x	1974 film directed by Sidney Lumet
/m/048kw	ceremonial county in England
/m/01y9pk	University in Windsor, Ontario, Canada
/m/01y9jr	2000 film directed by McG
/m/0c_jc	U.S. Army general in WWI, WWII and Korea (1880–1964)
/m/048ldh	ice hockey team in the American Hockey League
/m/0c_m3	county seat of Shelby County, Tennessee, United States
/m/01y9qr	university in Ontario, Canada
/m/0c_md_	American politician, 38th president of the United States (in office from 1974 to 1977)
/m/048lv	American actor (1959-)
/m/048n7	1950-1953 war between North Korea and South Korea
/m/01y9r2	2002 American crime film directed by Sam Mendes
/m/01y9st	public university in Toronto, Canada
/m/0c_mvb	American composer and filmmaker
/m/048q6x	American actor
/m/01y9xg	American actress
/m/0c_n9	American award for distinguished poetry
/m/048qrd	2002 American film with Britney Spears directed by Tamra Davis
/m/0c_tl	Games of the I Olympiad, celebrated in Athens (Greece) in 1896
/m/01y_px	American actor
/m/048rn	1933 American monster adventure film
/m/0c_v2	language spoken in Thailand
/m/01y_rz	American musician; drummer in Red Hot Chili Peppers
/m/048s0r	actor
/m/0c_xl	person who works with theoretical or applied statistics
/m/01yb09	American magician
/m/048scx	2000 thriller movie on the Cuban missile crisis directed by Roger Donaldson
/m/0c_zj	college of the University of Cambridge
/m/01yb1y	WWE television program
/m/048t8y	American company
/m/0c_zx	city in the region of Finland Proper, Finland
/m/01yc02	executive position
/m/048tgl	American session drummer, multi-instrumentalist, songwriter, and composer
/m/0cb1ky	Indian actress
/m/01ycbq	Canadian actor (1929–2021)
/m/0cb4j	county in California, United States
/m/048tv9	2004 film by David S. Goyer
/m/01ycck	English film producer and director (1944-2020)
/m/048vhl	2003 movie based on the comic book directed by Mark Steven Johnson
/m/0cb77r	set decorator (1886-1985)
/m/01ycfv	American film score composer, orchestral arranger, orchestral conductor, songwriter, and session musician (1948-2003)
/m/048wrb	English actor, comedian, director, radio presenter and writer
/m/0cbd2	person who uses written words to communicate ideas and to produce works of literature
/m/01yd8v	actress
/m/048xg8	Italian association football club
/m/0cbgl	American fiction writer and essayist
/m/01ydtg	genre; oral poetic performance art based mainly on the poetic as well as the performer's aesthetic qualities
/m/048xh	German electronic music band
/m/0cbhh	French commune in the Haute-Garonne department, Occitania
/m/01ydzx	English recording artist; singer-songwriter, musician
/m/048xyn	1999 film by Luc Besson
/m/0cbkc	French actress
/m/01yf40	city in Punjab, Pakistan
/m/048yqf	2005 Canadian-American superhero film directed by Rob Bowman
/m/0cbl95	1930 American epic war film
/m/01yf85	American actress, model and businesswoman
/m/048z7l	a community in the United States
/m/0cbm64	American pop rock band
/m/01yf92	Japanese video game publisher, developer, and distributor founded in 1978
/m/04913k	Nippon Professional Baseball team in the Pacific League
/m/04924s	video game genre
/m/0cbn7c	1941 film by John Huston
/m/01yfj	winter team sport played on ice
/m/0cbv4g	2006 comedy-drama film directed by David Frankel
/m/01yfm8	Canadian actor and musician
/m/049468	Indian politician and actress
/m/0cbvg	series of wars between Napoleon's French Empire and the 2nd to the 7th coalition of European powers
/m/01yfp7	American multinational clothing and accessories retailer
/m/0cbxl0	Couturier
/m/0494n	capital of Afghanistan
/m/01yg9y	American television personality, singer, songwriter, occasional actress and  author
/m/04954	American actor
/m/0cc07	county in Maryland, United States
/m/01ygr_	land based branch of the Indian Armed Forces
/m/04954r	1956 film directed by Michael Anderson
/m/0cc1v	county in Maryland, United States
/m/04969y	2004 film by Joe Berlinger and Bruce Sinofsky
/m/01ygv2	television station in Hong Kong
/m/0cc56	borough of New York City, New York, United States
/m/0498y	state of the United States of America
/m/01yh3y	American voice actor
/m/0cc5mcj	2011 American science fiction film directed by Jon Favreau
/m/01yhm	baseball team and Major League Baseball franchise in Cleveland, Ohio
/m/0498yf	association football club in Moscow, Russia
/m/0cc5qkt	2011 war drama film by Steven Spielberg
/m/01yhvv	Canadian actress and model
/m/049912	association football club in France
/m/0cc63l	Indian film director
/m/01yj2	city in the Western Cape, South Africa
/m/04991x	association football club in Bordeaux, France
/m/0cc65	United States National Park in northwestern Wyoming
/m/01yjl	baseball team and Major League Baseball franchise in Chicago, Illinois, United States
/m/04994l	association football club based in Metz, Lorraine, France
/m/0cc7hmk	2011 film directed by J. C. Chandor
/m/01yk13	American actor
/m/04999m	Italian football club based in Lecce
/m/01ykl0	town in Hampshire, England
/m/0cc846d	2011 American superhero film
/m/0499lc	American writer
/m/01yl6n	administrative region (voivodeship) in eastern Poland
/m/0cc8q3	United States top collegiate-level basketball tournament for 2009
/m/049_zz	American journalist
/m/01ym8l	Satellite radio service owned by Sirius XM
/m/049bmk	Italian football club based in Livorno, Tuscany
/m/0cc97st	2012 American animated film produced by Walt Disney Animation Studios
/m/01ym9b	electronic music genre
/m/049bp4	Italian football club based in Siena, Tuscany
/m/01ymvk	state-supported military college  in Lexington, Virginia, USA
/m/0ccck7	1962 film by Robert Mulligan
/m/01ync	Major League Baseball franchise in Denver, Colorado, United States
/m/049c6t	record label
/m/0ccd3x	1961 film by Robert Wise, Jerome Robbins
/m/049d1	capital of Malaysia
/m/0cchk3	university
/m/01yndb	American Blues musician famous for incorporating elements of world music
/m/0ccqd7	American voice actor
/m/049d_	association football club that plays in Kansas City, Kansas, USA
/m/01ynvx	independent record label focusing on hardcore punk
/m/049dk	public university in the state of Kansas
/m/0cct7p	Indian actor
/m/01ynzf	American writer (1917-2007)
/m/049dyj	American comedian
/m/0ccvd	county in Ireland
/m/01ypc	baseball team and Major League Baseball franchise in Cincinnati, Ohio, United States
/m/049dzz	sports club of Berlin in Germany
/m/0ccvx	borough in New York City and county in New York State, United States
/m/01ypsj	Chinese-American actress, film director, screenwriter, and producer
/m/0ccxx6	style of music that is rooted in heavy metal but explores approaches beyond the genre's conventions
/m/049f05	sportsclub from Wolfsburg, Lower Saxony, Germany
/m/01yqp	political philosophy focused on retaining traditional social institutions
/m/049f88	defunct Italian football club based in Vicenza
/m/0cd25	medical specialty
/m/049fbh	Italian association football club
/m/01yqqv	private university in Peoria, Illinois
/m/0cd78	history studies focused on economics
/m/01yrx	domesticated feline
/m/049fcd	Italian association football club
/m/0cdbq	former empire in Eurasia (1721–1917) and North America (1721–1867)
/m/01ysy9	formal documents conferring some honor, degree, or privilege
/m/049fgvm	American comedian and actor
/m/0cdf37	American production designer
/m/01yvvn	offensive position in baseball and softball
/m/0cdw6	minster town in West Yorkshire, England
/m/049g_xj	Canadian actor and producer
/m/0cf08	1976 US boxing film directed by John Avildsen
/m/01yx7f	American multinational banking and financial services corporation
/m/01yxbw	association football club in Exeter, England
/m/049gc	American writer (1922-2007)
/m/049k07	American actor, musician and director
/m/0cf0s	capital city of the Democratic Republic of the Congo
/m/01yz0x	literary award for science fiction or fantasy novels in English
/m/049k4w	the outfielder in baseball or softball who plays defense in right field
/m/0cf2h	American actor (1900-1967)
/m/01yzhn	American actor
/m/049kw	principal settlement of the Royal Borough of Kingston upon Thames in southwest London
/m/0cf8qb	2002 film by Phil Alden Robinson
/m/01yzl2	American record production duo formed by Teddy Riley
/m/049l7	English film director and screenwriter
/m/0cf_h9	American actor (1927-1994)
/m/01yznp	American magician
/m/049lr	Indian state
/m/0cf_n	county seat in Kennebec County, Maine, USA and Maine federated state capital city
/m/01z0lb	American actor, filmmaker, playwright, novelist and composer
/m/049m19	Indian film actor, producer and model
/m/0cfdd	electronic musical instrument designed to imitate the sound of drums or other percussion instruments
/m/01z0rcq	American actress and businesswoman
/m/049m_l	defunct Italian association football club
/m/0cffd	Italian comune
/m/01z1c	city in Missouri, United States
/m/049mql	2004 film by Oliver Stone
/m/0cfgd	English rock band
/m/01z1r	association football club in London, England
/m/0cfhfz	2005 film by Rodrigo García
/m/049mr	flag carrier airline of the Netherlands
/m/049msk	association football club in Bari, Italy
/m/01z215	sovereign state in western Asia
/m/0cfs8	Christian church, which is seat of a bishop
/m/01z22v	city in New South Wales, Australia
/m/049n2l	Italian association football club
/m/0cfywh	Indian actor (1939-2020)
/m/01z26v	town in the west of Essex, England
/m/049n3s	Italian association football club
/m/01z27	competitive winter sport
/m/0cfz_z	Indian actor (1931-2008)
/m/049n7	baseball team and Major League Baseball franchise in Kansas City, Missouri, United States
/m/0cg2cj	Swiss soccer club
/m/01z28b	town in Hertfordshire, England
/m/049ql1	French media company
/m/0cg9f	Welsh actor (1925-1984)
/m/01z28q	town in North Ayrshire, Scotland, UK
/m/0cg9y	Welsh singer
/m/049qx	Australian singer and actress
/m/01z2ts	town in Kent, England
/m/049rd	person granted an honorary title by a monarch or other political leader
/m/0cgbf	American actress (1904-1977)
/m/01z3bz	public research university in Germany
/m/049rl0	News division of the publicly funded British Broadcasting Corporation
/m/0cgfb	English businesswoman, fashion designer and singer
/m/01z3d2	local government district and borough in Norfolk, England
/m/049sb	American basketball player and movie star
/m/0cgm9	principality in Southeast Europe between 1330–1859 (nowadays historical and geographical region in Romania, Moldova, and Ukraine)
/m/049t4g	Scottish character actor and occasional leading man (1928-1999)
/m/01z452	1999 film by Spike Jonze
/m/0cgqx	Presiding Officer of the US House of Representatives
/m/01z52d	town in the borough of Ashford in Kent, England
/m/049tb	Political party in Taiwan
/m/0cgs4	historical and geographical region of Romania
/m/01z53w	town in West Sussex, England
/m/049tjg	American film and television actor and dancer
/m/0cgwt8	association football club in Toronto, Ontario, Canada
/m/01z56h	town in Hampshire, UK
/m/049vhf	British video game publisher and developer
/m/0cgzj	Bahamian-American actor
/m/01z5tr	American actress
/m/049w1q	2004 film by Pieter Jan Brugge
/m/0ch26b_	2011 historical drama film directed by Martin Scorsese
/m/01z645	town in Northamptonshire, England
/m/049wm	city of Japan, capital of Kagoshima Prefecture
/m/0ch280	graduate school of the University of Texas at Austin
/m/01z6gc	town in Cornwall, UK
/m/049xgc	2004 American biographical drama film directed by Martin Scorsese
/m/0ch3qr1	2011 film by Dennis Dugan
/m/01z77k	television program that tells a story in a predetermined, limited number of episodes
/m/049yf	third largest island of Japan
/m/0ch6mp2	member of a film crew or television crew responsible for recording all sound recording on set during the filmmaking or television production
/m/01z7_f	American actor (1961-2013)
/m/04_1l0v	48 states of the United States (all but Alaska and Hawaii) and the District of Columbia
/m/01z7dr	soundtrack or background music accompanying video games
/m/0chghy	country in Oceania
/m/04_1nk	art director (1929-2020)
/m/0chgr2	state of Australia
/m/01z7s_	American actor, director, and writer
/m/04__f	American actor
/m/0chgsm	royal residence at Windsor in the English county of Berkshire
/m/04_bfq	Italian association football club
/m/01z88t	sovereign state in western Asia
/m/0chgzm	capital city of Victoria, Australia
/m/01z8f0	city in West Sussex, England
/m/04_by	English writer (1797-1851)
/m/0chhs	invasion and establishment of Western Allied forces in Normandy during WWII
/m/04_cdd	Italian association football club
/m/01z92f	town in Wales
/m/01z9_x	American singer-songwriter (1941-2019)
/m/0chnf	Unix operating system originally developed by Sun Microsystems
/m/04_j5s	law school of New York University
/m/0chrwb	American voice actor, writer, and director
/m/01z9j2	town and administrative centre of Inverclyde, Scotland, UK
/m/04_jsg	American rock musician
/m/0chrx	county seat of Douglas County, Nebraska, United States
/m/04_lb	city in New Brunswick, Canada
/m/01z9l_	genre of electronic music
/m/0chsq	American actor and political activist (1923–2008)
/m/01z9v6	player responsible for throwing ("pitching") the ball to the batters in a game of baseball or softball
/m/04_sqm	genre of heavy metal music
/m/0cht6	city and comune in Tuscany, Central Italy
/m/01z9z1	city in New Zealand's North Island
/m/04_tv	administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives
/m/0chw_	American actor, film director and producer
/m/01z_g6	American actress
/m/04_x4s	province of Italy
/m/0cj16	film gauge
/m/04_xr8	former province in Italy
/m/01z_jj	national art museum in Washington, D.C.
/m/01z_lv	cemetery in New Haven, Connecticut
/m/0cj2w	English actor, comedian, composer and musician (1935-2002)
/m/04_xrs	province of Italy
/m/0cj36c	American actress
/m/01zb_g	record label
/m/04b19t	Indian film director and producer
/m/0cj8x	American actor (1905-1982)
/m/01zc2w	study of English-language literature
/m/04b2qn	2004 comedy-drama film directed by Alexander Payne
/m/0cj_v7	association football club in Derby, England
/m/01zcrv	American pay television network
/m/04b4yg	association football team representing Sierra Leone
/m/0cjcbg	award for animation
/m/04b5l3	Nippon Professional Baseball team in the Pacific League
/m/01zfmm	American film director
/m/01zfzb	1991 film directed by Ron Underwood
/m/0cjdk	American television network
/m/04b5n0	association football club in Germany
/m/0cjf0	common medical sign characterized by elevated body temperature
/m/01zg98	American actor
/m/04b675	music genre that blends heavy metal with classical music
/m/0cjk9	East Slavic language
/m/01zh29	Indian actor, producer and television personality
/m/04b7xr	American musician
/m/0cjsxp	American actor and musician
/m/01zh3_	university in Quebec City, Quebec, Canada
/m/04b8pv	national association football team
/m/0cjyzs	award for best television comedy series
/m/01zhs3	association football club in Ipswich, England
/m/04b_46	Performing arts institute at New York University
/m/0ck1d	former administrative region in France
/m/01zjn0	town and seaport in North West England, United Kingdom
/m/04b_jc	2003 film by Tom McCarthy
/m/01zk9d	town on the east coast of Fife in Scotland, UK
/m/04bbb8	colonist who rebelled against British control in the American Revolution
/m/0ck6r	coastal city in Wales, United Kingdom
/m/01zkgw	town in Bridgend County Borough, Wales
/m/04bbpm	public university in Indiana County, Pennsylvania, United States
/m/0ck7l	type of covert agent or mercenary in feudal Japan
/m/01zkhk	town in Falkirk, Scotland, UK
/m/04bbv7	American actor
/m/0ck91	British-American actress, author and entrepreneur
/m/01zkxv	British science fiction writer and blogger
/m/04bcb1	American actor
/m/01zlh5	American radio and television personality (1929-2012)
/m/0ckcvk	American conductor and pianist
/m/04bd8y	American actor and director
/m/0ckd1	profession
/m/01zll8	city and capital of West Java, Indonesia
/m/04bdlg	Japanese-American actor (1933-2006)
/m/04bdpf	American actor
/m/0ckf6	association football club in Stratford, England
/m/01zlwg6	city in San Bernardino County, California, United States
/m/0ckh4k	long-running Australian soap opera
/m/01zlx	state of Mexico
/m/04bdqk	American singer-actress
/m/0ckhc	city on the north bank of the Columbia River, Washington, in Clark County, United States
/m/01zmpg	American singer and member of The Jackson 5
/m/04bdxl	American actor
/m/0ckm4x	American voice actress
/m/01zmqw	town in Connecticut
/m/04bdzg	American actor
/m/0ckr7s	1993 first of the Sailor Moon films directed by Kunihiko Ikuhara
/m/01zn4y	university in Leicester, United Kingdom
/m/04bfg	public research university in Kent, Ohio, United States
/m/0ckrgs	1994 Japanese animated film directed by Hiroki Shibata
/m/01znbj	Canadian record label
/m/04bgy	English rock musician, drummer of The Who
/m/0ckrnn	1978 film by John Guillermin
/m/01znc_	sovereign state spanning in Europe and Asia since 1923
/m/04bjff	association football club in Aalesund, Norway
/m/0cks1m	1995 film by Hiroki Shibata
/m/01znj1	1981 Australian film directed by Peter Weir
/m/04bnx	special municipality of Taiwan
/m/0ckt6	1980 American satirical comedy film
/m/01zp33	Indian film actress
/m/04bpm6	American musician
/m/0cl0bk	American actor
/m/01zpmq	American software company
/m/04bs3j	American comedian and actress
/m/0cl8c	municipality in South Holland, Netherlands
/m/01zq91	position in the government responsible for economic and financial policies
/m/04bsx1	Welsh association football player and manager (born 1964)
/m/0cl_m	American General, businessman, educator, and author
/m/01zqy6t	census-designated place in Santa Clara County, California, United States
/m/04btyz	film that has an intricate plot woven around a group of people trying to steal something
/m/0clfdj	seventh Critics' Choice Awards ceremony that took place in 2002
/m/01zrq0	town and former burgh in East Ayrshire, Scotland, UK
/m/04bz2f	capital of Uttarakhand, India
/m/0clpml	series of fictional works about a British spy
/m/01zrs_	town and former royal burgh in Fife, Scotland, UK
/m/04bz7q	actress
/m/0clvcx	British actress
/m/01zsfx	City in Zimbabwe
/m/04c636	Indian politician and film actor
/m/0clz1b	depiction of everyday experience in art and entertainment
/m/01zst8	town and unparished area in the Royal Borough of Windsor and Maidenhead in Berkshire, England
/m/04c9bn	Nippon Professional Baseball team in the Pacific League
/m/0clz7	city in Munster, Ireland
/m/01zt10	Film actress
/m/04cb4x	Film subgenre of classic westerns, which questions the mythical vision of the Old West
/m/0clzr	county in Ireland
/m/01ztgm	American basketball player
/m/0cm03	King of the United Kingdom and the British Dominions, and Emperor of India (1841-1910)
/m/04cbbz	1988 US action film directed by Peter MacDonald
/m/01zv_	autonomous community of Spain
/m/04cbtrw	British Indian novelist and essayist
/m/0cm0pc	American actor
/m/04cf09	American actor
/m/01zvcb	order of chivalry associated with Scotland
/m/0cm2xh	1914–1918 global war, centered in Europe, between the Allied and Central Powers
/m/04cf_l	2002 American reality film directed by Jeff Tremaine
/m/01zwy	American astrophysicist, cosmologist, author and science educator (1934-1996)
/m/0cm5m	city in Baden-Württemberg, Germany
/m/01zxx9	city in Uttar Pradesh, India
/m/04ch23	Indian playwright, theatre personality
/m/0cm89v	American film director
/m/01zxzp	subgenre of horror fiction
/m/04chyn	International university in the Caribbean
/m/0cmb3	county of Northern Ireland
/m/01zz8t	American actress (1931-2021)
/m/0cmc2	military conflict fought between October 1853 – March 1856
/m/04cj79	2004 romantic drama film by Mike Nichols
/m/01zzk4	military academy in Woolwich, in south-east London
/m/04cjn	Provincial capital of Sindh, Pakistan
/m/0cmc26r	2011 film by David Cronenberg
/m/01zzy3	university located in Jena, Thuringia, Germany
/m/04ck0_	Argentine sports club
/m/0cmd3zy	2010 film festival edition
/m/02002f	language of the Sinhalese people of Sri Lanka
/m/04cl1	American actor
/m/02029f	association football club in Wigan, England
/m/0cmdwwg	2011 American comedy-drama film
/m/04cmrt	Indian actress
/m/0cmf0m0	2011 animated adventure comedy film directed by Chris Miller
/m/0202p_	English-American actor (1923-1984)
/m/04cppj	2000 film by Todd Phillips
/m/0cmpn	King of the United Kingdom and the British Dominions, and Emperor of India (1865-1936)
/m/0202wk	town, suburb of Birmingham, England
/m/0cms7f	comedian
/m/04cr6qv	American actor and singer
/m/0203v	American politician and military officer
/m/04crrxr	American actor and comedian
/m/02049g	county town and community in Carmarthenshire
/m/0cmt6q	American actor and comedian
/m/04cv9m	2006 film by Steven Zaillian
/m/0cn_b8	2003 film by Bo Welch
/m/0204jh	high school
/m/04cvn_	person who specializes in evaluating art
/m/0cnjm0	2006 video game
/m/02056s	association football club
/m/04cw0n4	cinematographer (1892-1960)
/m/0205dx	American actor, film director and political activist
/m/04cwcdb	voivodeship of Poland
/m/0cnk2q	men's national association football team representing Australia
/m/0cnl09	American actor
/m/0205m3	city in Wales
/m/04cx5	capital of Nepal
/m/0cnl1c	American actor
/m/0206k5	American media conglomerate
/m/04cxw5b	American professional basketball team based in Oklahoma City, United States
/m/0cnl80	American actress
/m/0206v5	town in northern England
/m/04cy8rb	American film editor
/m/0cnztc4	2011 film by Lee Tamahori
/m/02070z	military casualty classification used for deaths, includes accidents and illness
/m/04cygb3	Media and entertainment company
/m/0cp0790	2010 Canadian film by Richard J. Lewis
/m/02079p	presiding officer of a deliberative assembly, especially a legislative body
/m/04czcb	association football club in Russia
/m/0cp08zg	2010 documentary film directed by Werner Herzog
/m/0207wx	Screenwriter, playwright, film director, studio executive (1905-1980)
/m/04czhj	American video game developer and publisher owned by the Walt Disney Company through Disney Interactive
/m/0cp0ph6	2011 film by Jake Kasdan
/m/04czx7	ethnic group
/m/0208wk	award
/m/0cp0t91	2012 film by Walter Salles
/m/020923	law school
/m/04d18d	color shade of bright red
/m/0cp6w	city in Alpes-Maritimes, France
/m/0209hj	1982 biographical film by Richard Attenborough
/m/04d2yp	American actor (1935-2009)
/m/0cp9f9	American screenwriter
/m/04d5v9	medical school in New York
/m/0209xj	2003 American-Japanese comedy-drama film by Sofia Coppola
/m/0cpjgj	American actor
/m/04d817	association football club
/m/020_4z	English singer-songwriter
/m/0cpllql	2008 film by Dave Filoni
/m/020_95	American actress, and singer
/m/0cpvcd	Austrian-American economist
/m/04d_mtq	American musician
/m/020bg	Italian painter
/m/04dbw3	ethnic group
/m/0cpyv	city in the federal state of Thuringia, Germany
/m/020bv3	2003 British romantic comedy film by Richard Curtis
/m/04ddm4	1983 American horror film directed by Joe Alves
/m/0cpz4k	televised American talent show competition
/m/04dm2n	professional sports hall of Fame in St. Johns County, Florida
/m/020d5	de facto federal republic in North America from 1861 to 1865
/m/0cq4k_	professional association football club based in Luhansk, Ukraine
/m/020d8d	city in the City of Bradford, Yorkshire, England
/m/04dn09n	award
/m/0cq7kw	1964 musical film
/m/020ddc	public research university in Orono, Maine, USA
/m/04dn71w	film in which dance is a central element in the narrative
/m/0cq7tx	1965 American musical film directed by Robert Wise
/m/020fcn	2003 action adventure movie directed by Peter Weir
